date_of_sale,address,county,price,vat_exclusive,property_description,property_size,eircode,geocoding_url,longitude,latitude,formatted_address,place_id,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
28/09/2012,"10 Creevaghrua, Creevaghbeg, Ballymahon",Longford,48458.0,No,Second-Hand Dwelling house /Apartment,,N39 YD23,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Creevaghrua,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752088799999999,53.55845350000001,"10 Creevaghrua, Creevagh Beg, Ballymahon, Co. Longford, N39 YD23, Ireland",ChIJWzEKiJ3LXUgRJ1o09cy8xrU,ROOFTOP,Midland,09004,Ballymahon,0.09111139598746128,17.497015212387282
28/09/2012,"17 Harbour Row, Longford",Longford,95000.0,No,Second-Hand Dwelling house /Apartment,,N39 R6X9,"https://maps.googleapis.com/maps/api/geocode/json?address=17+Harbour+Row,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8014436,53.725857,"17 Harbour Row, Townparks, Longford, N39 R6X9, Ireland",ChIJT_CslnXTXUgRXyorxC3R6UE,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.13876501585945133,0.38616111234309103
28/09/2012,"Lisnanagh, Edgeworthstown",Longford,100000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Lisnanagh,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6570896999999984,53.712321900000006,"Lisnanagh, Gurteen, Co. Longford, Ireland",ChIJXWS1oPbQXUgRAq1Ru6fHACY,APPROXIMATE,Midland,09032,Moatfarrell,1.2587566039010658,4.389530020984087
02/10/2012,"8 Church Street, Edgeworthstown",Longford,17000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=8+Church+Street,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.801222799999999,53.73079,"8 Church St, Deanscurragh, Longford, Ireland",ChIJfSlMfJ3TXUgRAonkNE5OUxU,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.2344837561996497,0.7868791504945173
04/10/2012,"53 Esker Glen, Drumlish",Longford,78000.0,No,Second-Hand Dwelling house /Apartment,,N39 RT68,"https://maps.googleapis.com/maps/api/geocode/json?address=53+Esker+Glen,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.765277500000002,53.8224201,"53 Esker Glen, Drumlish, Co. Longford, N39 RT68, Ireland",ChIJGfAsgQjWXUgRjmymlHGv9HM,ROOFTOP,Midland,09048,Drumlish,0.11276490040983013,11.08643045236253
05/10/2012,"Pulladoey, Aughnacliffe",Longford,61000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Pulladoey,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.604449899999999,53.84885,"Dunbeggan, Aughnacliffe, Co. Longford, Ireland",ChIJb62lis53XkgR8DHfN6nHABg,APPROXIMATE,Midland,09040,Ballinamuck East,0.2367045280762209,17.787958890216967
08/10/2012,"27 Foynes Court, Longford",Longford,100000.0,No,Second-Hand Dwelling house /Apartment,,N39 C5K3,"https://maps.googleapis.com/maps/api/geocode/json?address=27+Foynes+Court,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.801270799999997,53.7498669,"27 Foynes Ct, Cloonbalt, Co. Longford, N39 C5K3, Ireland",ChIJ9SbhGHzUXUgRUL7ZrVQo_8Q,ROOFTOP,Midland,09043,Caldragh,1.0400265477504318,2.8534730824406003
10/10/2012,"Drinan, Ballymahon",Longford,125000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Drinan,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.777422599999999,53.5704524,"Drinan, Creevagh, Co. Longford, Ireland",ChIJfV0ViJzMXUgRwl7HGajHACY,APPROXIMATE,Midland,09004,Ballymahon,0.9304152928483574,17.145396156767962
11/10/2012,"Cornakelly, Moyne",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cornakelly,+Moyne,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.694449999999999,53.88383,"Cornacullew, Cornakelly, Co. Longford, Ireland",ChIJMUivG8t5XkgRMktYiYtuT2o,APPROXIMATE,Midland,09047,Drumgort,2.5050152483628363,18.943881291106898
12/10/2012,"12 Hill Crescent, Creevaghbeg, Ballymahon",Longford,100000.0,Yes,New Dwelling house /Apartment,greater than 125 sq metres,N39 HP22,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Hill+Crescent,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7617459,53.55759200000001,"12 Hill Cres, Creevagh Beg, Ballymahon, Co. Longford, N39 HP22, Ireland",ChIJ2ySjEXHLXUgRdXPVV8c5_3k,ROOFTOP,Midland,09004,Ballymahon,0.3987234384910933,17.93953466251399
12/10/2012,"Ballymahon Road, Kilashee",Longford,45000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Ballymahon+Road,+Kilashee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6140955,53.6958426,"Ballymahon Rd, Co. Longford, Ireland",ChIJhbkvd57aXUgR2AtMLhPJzOc,GEOMETRIC_CENTER,Midland,09030,Meathas Truim,0.18135477606659225,1.0433583948236171
16/10/2012,"10 Hill Crescent, Creevaghbeg, Ballymahon",Longford,109950.0,No,Second-Hand Dwelling house /Apartment,,N39 HN44,"https://maps.googleapis.com/maps/api/geocode/json?address=10+Hill+Crescent,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7625243,53.557572,"10 Hill Cres, Creevagh Beg, Ballymahon, Co. Longford, N39 HN44, Ireland",ChIJf34aCXHLXUgRCE9kM-TlYpA,ROOFTOP,Midland,09004,Ballymahon,0.4009548771979395,17.97126579072902
17/10/2012,"1 Oakvale, Ballinalee Road, Longford",Longford,118000.0,No,Second-Hand Dwelling house /Apartment,,N39 F8W6,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Oakvale,+Ballinalee+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7891147,53.72881700000001,"1 Oakvale, Templemichael Glebe, Longford, N39 F8W6, Ireland",ChIJaxVCL5rTXUgRX-GiEzJg9dU,ROOFTOP,Midland,09001,Longford No. 1 Urban,0.3998470595796148,0.6644308165963511
17/10/2012,"Apartment 1, The Mill  Rivercourt, Ballymahon",Longford,26500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Apartment+1,+The+Mill+Rivercourt,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.9087178,53.73153290000001,"The Mill, Cloondara, Co. Longford, Ireland",ChIJ-8V0iIMsXEgRtOPA9Ibjjxw,APPROXIMATE,Midland,09044,Cloondara,0.5143060901523774,7.451738421922352
23/10/2012,"Forest View, Forgney",Longford,227500.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Forest+View,+Forgney,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.698862099999999,53.5443953,"Forgney, Collierstown, Co. Longford, Ireland",ChIJrQyxndrLXUgRcV2jwMTToD4,APPROXIMATE,Midland,09008,Forgney,0.6647073392858764,17.246622653741127
23/10/2012,"Oghill, Drumlish",Longford,70000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,,"https://maps.googleapis.com/maps/api/geocode/json?address=Oghill,+Drumlish,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.768414,53.820590300000006,"Drumlish, Co. Longford, Ireland",ChIJp-Y_auLVXUgRwHUxl6nHAAo,APPROXIMATE,Midland,09048,Drumlish,0.0243225376036314,10.850094895388436
24/10/2012,"No 26 Auburn Village, Ballymahon, Longford",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,N39 Y2A2,"https://maps.googleapis.com/maps/api/geocode/json?address=No+26+Auburn+Village,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.766041100000002,53.5624863,"26 Auburn Village, Ballymahon, Co. Longford, N39 Y2A2, Ireland",ChIJjQGA6nrLXUgRTUEFDOyo608,ROOFTOP,Midland,09004,Ballymahon,0.1869239467006524,17.669701044587057
26/10/2012,"29 Creevaghbui, Creevaghbeg, Ballymahon",Longford,48458.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 V265,"https://maps.googleapis.com/maps/api/geocode/json?address=29+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7532894,53.557559899999994,"29 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 V265, Ireland",ChIJyxnWFXbLXUgRUriUksz03vM,ROOFTOP,Midland,09004,Ballymahon,0.17788004165577484,17.623778693905088
30/10/2012,"Mullinroe, Dring",Longford,40000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Mullinroe,+Dring,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.515964999999999,53.820752899999995,"Mullinroe, Aughnagarnon, Co. Longford, Ireland",ChIJy97oRjrfXUgRxejpEB8Y4es,APPROXIMATE,Midland,09019,Creevy,4.977502930902118,15.740596905589989
31/10/2012,"50 Cluain No Sibhe, Killashee",Longford,39647.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 W271,"https://maps.googleapis.com/maps/api/geocode/json?address=50+Cluain+No+Sibhe,+Killashee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.8802284,53.6774657,"50 Cluain Na Sibhe, Killashee, Co. Longford, N39 W271, Ireland",ChIJifpaDRQtXEgRnLg486lM-bw,ROOFTOP,Midland,09049,Killashee,0.4513293157139642,7.6053685979794885
01/11/2012,"26 Creevaghbui, Creevaghbeg, Ballymahon",Longford,48458.0,No,Second-Hand Dwelling house /Apartment,,N39 AW64,"https://maps.googleapis.com/maps/api/geocode/json?address=26+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752925899999997,53.5576209,"26 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 AW64, Ireland",ChIJKWKRF3bLXUgRRPz2vwiG-UA,ROOFTOP,Midland,09004,Ballymahon,0.16876364296989033,17.60472130721995
06/11/2012,"27 The Willows, Clonbalt Woods",Longford,100000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=27+The+Willows,+Clonbalt+Woods,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7974101,53.74751999999999,"Cloonbalt, Clonbalt Wood, Co. Longford, Ireland",ChIJycXq0nnUXUgRYADfN6nHABg,APPROXIMATE,Midland,09043,Caldragh,0.8765959354886608,2.5725412071945963
08/11/2012,"30 Auburn Village, Ballymahon, Longford",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,N39 YX21,"https://maps.googleapis.com/maps/api/geocode/json?address=30+Auburn+Village,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.765743,53.56211379999999,"30 Auburn Village, Ballymahon, Co. Longford, N39 YX21, Ireland",ChIJyZ-xlXrLXUgRnHC0ibcPVao,ROOFTOP,Midland,09004,Ballymahon,0.20298427161222185,17.69078445141949
09/11/2012,"12  Creevaghbui, Creevaghbeg, Ballymahon",Longford,48458.0,No,Second-Hand Dwelling house /Apartment,,N39 K710,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.751948000000001,53.5581007,"12 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 K710, Ireland",ChIJ56gjip3LXUgRtwrVO_je1JU,ROOFTOP,Midland,09004,Ballymahon,0.12973534224813893,17.524370509433957
09/11/2012,"20 Creevaghbui, Creevaghbeg, Ballymahon",Longford,41850.0,No,Second-Hand Dwelling house /Apartment,,N39 YN82,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7522151,53.55766269999999,"20 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 YN82, Ireland",ChIJc78OH3bLXUgRr121cZwUdK0,ROOFTOP,Midland,09004,Ballymahon,0.16927591258760374,17.574654048754294
09/11/2012,"5 Cnoc Na Gaoithe, Lanesboro",Longford,62000.0,No,Second-Hand Dwelling house /Apartment,,N39 N207,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Cnoc+Na+Gaoithe,+Lanesboro,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.980339999999999,53.66728000000001,"5 Cnoc Na Gaoithe, Knock, Lanesborough, Co. Longford, N39 N207, Ireland",ChIJFxFpqGwuXEgR_FlNA52zL9w,ROOFTOP,Midland,09055,Rathcline,0.7996063414640358,13.692198488601914
09/11/2012,"Cranley Mor, Edgeworthstown",Longford,127000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cranley+Mor,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
13/11/2012,"14 Auburn Village, Ballymahon",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,N39 YE14,"https://maps.googleapis.com/maps/api/geocode/json?address=14+Auburn+Village,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.765092399999999,53.56241379999999,"14 Auburn Village, Ballymahon, Co. Longford, N39 YE14, Ireland",ChIJgeio8nrLXUgRWvaABk7bZVc,ROOFTOP,Midland,09004,Ballymahon,0.15085363636023782,17.638235824749035
13/11/2012,"6 Ardnacassa Lawns, Dublin Road, Longford",Longford,124000.0,No,Second-Hand Dwelling house /Apartment,,N39 N4C1,"https://maps.googleapis.com/maps/api/geocode/json?address=6+Ardnacassa+Lawns,+Dublin+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7803086000000015,53.72587249999999,"6 Ardnacassa Lawns, Ardnacassagh, Longford, N39 N4C1, Ireland",ChIJ1WgiXJbTXUgRm648zopUjl0,ROOFTOP,Midland,09051,Longford Rural,0.3300117323758439,1.0365982173819317
13/11/2012,"Killoe, Longford",Longford,85000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Killoe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.696189500000001,53.75699030000001,"Rhine, Killoe, Co. Longford, Ireland",ChIJMZjBN8rWXUgRYE7fN6nHABg,APPROXIMATE,Midland,09045,Cloonee,1.8925387860052847,7.495686060584535
16/11/2012,"1 Lios Na Croise, Aughnacliffe",Longford,44052.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 N883,"https://maps.googleapis.com/maps/api/geocode/json?address=1+Lios+Na+Croise,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6032496,53.8504657,"1 Líss Na Críose, Dunbeggan, Aghnacliff, Co. Longford, N39 N883, Ireland",ChIJwa5xQtN3XkgROgRSAimuX1Y,ROOFTOP,Midland,09040,Ballinamuck East,0.07619347471820467,17.96743165758154
16/11/2012,"20 Lios Na Croise, Aughnacliffe",Longford,26431.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 TH63,"https://maps.googleapis.com/maps/api/geocode/json?address=20+Lios+Na+Croise,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.6032367,53.85092359999999,"20 Líss Na Críose, Dunbeggan, Aghnacliff, Co. Longford, N39 TH63, Ireland",ChIJK4GHP9N3XkgRgWw58Lx3-Ug,ROOFTOP,Midland,09040,Ballinamuck East,0.04324791389070778,18.01836309843413
16/11/2012,"21 Lios Na Croise, Aughnacliffe",Longford,26431.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 DA30,"https://maps.googleapis.com/maps/api/geocode/json?address=21+Lios+Na+Croise,+Aughnacliffe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.603235999999999,53.8508551,"21 Líss Na Críose, Dunbeggan, Aghnacliff, Co. Longford, N39 DA30, Ireland",ChIJmbhoQNN3XkgRQixARNUY_ko,ROOFTOP,Midland,09040,Ballinamuck East,0.046293362155701984,18.010743821299588
16/11/2012,"Aghavadden, Newtowncashel",Longford,80000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghavadden,+Newtowncashel,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.937952900000001,53.58751700000001,"Ballyrevagh, Newtowncashel, Co. Longford, Ireland",ChIJ88bpMGExXEgR8Zq6GajHACY,APPROXIMATE,Midland,09006,Cashel West,9.004428659823914,17.857290115900234
16/11/2012,"Cloncoose, Longford",Longford,205000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Cloncoose,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.780254999999999,53.7456652,"Clooncoose, Co. Longford, Ireland",ChIJ1Xt5qYzTXUgR4ktRu6fHACY,APPROXIMATE,Midland,09045,Cloonee,1.6550710216465616,2.5794639644234185
19/11/2012,"Toome, Dring",Longford,30000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Toome,+Dring,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.497563800000001,53.847226,"Toome, Co. Longford, Ireland",ChIJDeAR6X3fXUgRqetbDZbD4ko,APPROXIMATE,Midland,09034,Mullanalaghta,6.987748916272633,18.922944144717267
20/11/2012,"9 Laurel Avenue, Longford",Longford,179000.0,No,Second-Hand Dwelling house /Apartment,,N39 V9V4,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Laurel+Avenue,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7771854000000005,53.7352596,"9 Laurel Ave, Ballinalee Rd, Lisnamuck, Longford, N39 V9V4, Ireland",ChIJpe6ogo3TXUgRe0YmXvIXEeo,ROOFTOP,Midland,09051,Longford Rural,1.2255564442160567,1.7256277480705278
22/11/2012,"26 Moymews, Ballymahon",Longford,49000.0,No,Second-Hand Dwelling house /Apartment,,N39 RF25,"https://maps.googleapis.com/maps/api/geocode/json?address=26+Moymews,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7742443,53.567445299999996,"26 Moymews, Drinan, Moyvale, Co. Longford, N39 RF25, Ireland",ChIJo3MmvGPLXUgRljrXhP-k0Ok,ROOFTOP,Midland,09004,Ballymahon,0.5735015923079606,17.494839558104278
23/11/2012,"4 Fee Court, Church Street",Longford,65000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=4+Fee+Court,+Church+Street,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.799547400000002,53.7308877,"Fee Court, Church St, Deanscurragh, Longford, Ireland",ChIJB9DrDJ3TXUgRnvaN0cog7Jk,ROOFTOP,Midland,09002,Longford No. 2 Urban,0.20891597628266675,0.7569323526237011
23/11/2012,"43 Cluain Na Sidhe, Killashee",Longford,45000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 WK12,"https://maps.googleapis.com/maps/api/geocode/json?address=43+Cluain+Na+Sidhe,+Killashee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.880246599999999,53.678030299999996,"43 Cluain Na Sibhe, Killashee, Co. Longford, N39 WK12, Ireland",ChIJp4AUEBQtXEgR4FtrGZ2IzuE,ROOFTOP,Midland,09049,Killashee,0.3885175080840114,7.563341385411905
26/11/2012,"19 O' Carroll Terrace, Granard, Longford",Longford,43000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=19+O'+Carroll+Terrace,+Granard,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.491778,53.779270600000004,"Rathcronan, Granard, Co. Longford, Ireland",ChIJfci7dr3eXUgRYAUyl6nHAAo,APPROXIMATE,Midland,09027,Granard Urban,0.34155400276310977,12.43161514153788
27/11/2012,"9 Creevaghrua, Creevaghbeg, Ballymahon",Longford,48458.0,No,Second-Hand Dwelling house /Apartment,,N39 XA38,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Creevaghrua,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.752166600000002,53.5584132,"9 Creevaghrua, Creevagh Beg, Ballymahon, Co. Longford, N39 XA38, Ireland",ChIJ-VYdiJ3LXUgRlRI6U1P5Dx4,ROOFTOP,Midland,09004,Ballymahon,0.09227330521474528,17.503605978127904
28/11/2012,"Aghaward, Ballinalee",Longford,60000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Aghaward,+Ballinalee,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.651126400000001,53.795931599999996,"Aghaward, Co. Longford, Ireland",ChIJd6_rUn_XXUgRVnxLPQPVZQQ,APPROXIMATE,Midland,09029,Lislea,2.316266254906646,12.31096948618305
28/11/2012,"Farnagh Glebe, Longford",Longford,75000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Farnagh+Glebe,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.793021,53.7181946,"Farnagh Glebe, Longford, Ireland",ChIJDylGl6bTXUgRUGDgN6nHABg,APPROXIMATE,Midland,09051,Longford Rural,0.7157531705338797,0.6938298308471703
29/11/2012,"5 Ard Michael Park, Ballinalea Road, Longford",Longford,105726.87,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,N39 X0X6,"https://maps.googleapis.com/maps/api/geocode/json?address=5+Ard+Michael+Park,+Ballinalea+Road,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.783800099999999,53.72960060000001,"5 Ard Michael, Ardnacassagh, Longford, N39 X0X6, Ireland",ChIJSb7VxJDTXUgRcRs5J3ECVZo,ROOFTOP,Midland,09051,Longford Rural,0.4694718052502751,0.9851216571896418
29/11/2012,"Fuschia Cottage, Goshen, Edgeworthstown",Longford,40000.0,No,Second-Hand Dwelling house /Apartment,,,"https://maps.googleapis.com/maps/api/geocode/json?address=Fuschia+Cottage,+Goshen,+Edgeworthstown,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.608492999999997,53.69568620000001,"Edgeworthstown, Co. Longford, Ireland",ChIJmXt2WZ3aXUgRMHYxl6nHAAo,APPROXIMATE,Midland,09030,Meathas Truim,0.2002153209590292,0.8245604757351226
30/11/2012,"17 Creevaghbui, Creevaghbeg, Ballymahon",Longford,48458.0,No,Second-Hand Dwelling house /Apartment,,N39 A259,"https://maps.googleapis.com/maps/api/geocode/json?address=17+Creevaghbui,+Creevaghbeg,+Ballymahon,+Longford,+Ireland&key=AIzaSyBe-vaefvOwUycBlN707CRlGhsewZq-NII",-7.7518622000000015,53.5576897,"17 Creevaghbuí, Creevagh Beg, Ballymahon, Co. Longford, N39 A259, Ireland",ChIJIX5s9Z3LXUgRJr-MruJMiq4,ROOFTOP,Midland,09004,Ballymahon,0.17369733642659566,17.559176661446312
