Stop number,Name without locality,Locality,Locality number,Code,Name,NaPTAN stop class,NaPTANId,Easting,Northing
11552,Old Head Cross,Louisburgh,E0849023,->W,Old Head Cross,BCT,8490B5540601,482962,781631
11552,Old Head Cross,Louisburgh,E0849023,->E1,Old Head Cross,BCT,8490B556102,482958,781637
11552,Old Head Cross,Louisburgh,E0849023,->E2,Old Head Cross,BCT,8490B5540602,482958,781637
11553,Manulla Po,Manulla,E0849024,->NW1,Manulla Po,BCT,8490B5532702,522088,787579
11553,Manulla Po,Manulla,E0849024,->NW2,Manulla Po,BCT,8490B5532701,522081,787575
11554,Knappagh,Liscarney,E0849055,->S,Knappagh,BCT,8490B5533002,497639,780060
11554,Knappagh,Liscarney,E0849055,->N,Knappagh,BCT,8490B5533001,497635,780085
11555,Bonniconlon,Bunnyconnellan,E0849092,->SE1,Bonniconlon,BCT,8490B558101,533672,818721
11555,Bonniconlon,Bunnyconnellan,E0849092,->SE2,Bonniconlon,BCT,8490B5533101,533672,818721
11556,Kiltimagh,Kiltamagh,E0849020,->SW,Kiltimagh,BCT,8490B5532502,534296,789431
11556,Kiltimagh,Kiltamagh,E0849020,->SE,Kiltimagh,BCT,8490B5532501,534287,789427
11557,Lisnolan Shrine,Balla,E0849011,->NW1,Lisnolan Shrine,BCT,8490B5532601,524323,785384
11557,Lisnolan Shrine,Balla,E0849011,->NW2,Lisnolan Shrine,BCT,8490B5532602,524328,785390
11558,Booniconlon,Bunnyconnellan,E0849092,->NW,Booniconlon,BCT,8490B5533102,533672,818710
11559,Knockmore,Knockmore,E0849094,->N,Knockmore,BCT,8490B5533602,523030,808984
11559,Knockmore,Knockmore,E0849094,->S,Knockmore,BCT,8490B5533601,523037,808992
11560,Rossbeg,Westport,E0849037,->E,Rossbeg,BCT,8490B554502,497185,783867
11560,Rossbeg,Westport,E0849037,->W,Rossbeg,BCT,8490B554501,497184,783864
11561,Rossbeg,Castlehill,E0849100,->S,Rossbeg,BCT,8490B5545101,513360,814102
11561,Rossbeg,Castlehill,E0849100,->N,Rossbeg,BCT,8490B5545102,513344,814106
11562,Rossbeg,Knockanillaun,E0849097,->E,Rossbeg,BCT,8490B5544302,518756,819815
11562,Rossbeg,Knockanillaun,E0849097,->W,Rossbeg,BCT,8490B5544301,518757,819811
11563,Pontoon,County Mayo,E0849141,->SE,Pontoon,BCT,8490B5544102,520461,803747
11563,Pontoon,County Mayo,E0849141,->SW,Pontoon,BCT,8490B5544101,520486,803766
11564,Pontoon Healys,County Mayo,E0849141,->NE,Pontoon Healys,BCT,8490B5544201,520504,803807
11564,Pontoon Healys,County Mayo,E0849141,->SW,Pontoon Healys,BCT,8490B5544202,520504,803783
11565,Bofeenaun,Bofeenaun,E0849103,->NE,Bofeenaun,BCT,8490B5545502,511757,805516
11565,Bofeenaun,Bofeenaun,E0849103,->SW,Bofeenaun,BCT,8490B5545501,511793,805515
11566,Massbrook House,County Mayo,E0849141,->NW,Massbrook House,BCT,8490B5545601,517584,805027
11567,Massbrook House,County Mayo,E0849141,->SE,Massbrook House,BCT,8490B5545602,517583,805035
11568,Errew Cross,Castlehill,E0849100,->SW,Errew Cross,BCT,8490B5545202,511980,813538
11568,Errew Cross,Castlehill,E0849100,->NE,Errew Cross,BCT,8490B5545201,511958,813560
11569,Lahardane,Lahardaun (Mayo),E0849101,->N,Lahardane,BCT,8490B5545302,513355,810027
11569,Lahardane,Lahardaun (Mayo),E0849101,->S,Lahardane,BCT,8490B5545301,513364,810027
11570,Cooneys,Westport,E0849037,->W,Cooneys,BCT,8490B5541401,496422,782345
11570,Cooneys,Westport,E0849037,->N,Cooneys,BCT,8490B5541402,496414,782351
11571,Neale,Neale,E0849026,->SW,Neale,BCT,8490B5541501,518060,757997
11571,Neale,Neale,E0849026,->NE,Neale,BCT,8490B5541502,518045,758008
11572,Killdangan School,Murrisk,E0849113,->W,Killdangan School,BCT,8490B5541301,495084,782421
11572,Killdangan School,Murrisk,E0849113,->E,Killdangan School,BCT,8490B5541302,495083,782434
11573,The Barrier,Murrisk,E0849113,->E,The Barrier,BCT,8490B5541202,493691,782285
11573,The Barrier,Murrisk,E0849113,->SW,The Barrier,BCT,8490B5541201,493690,782227
11574,Tumgesh School,Charlestown (Mayo),E0849077,->E,Tumgesh School,BCT,8490B5543501,545835,802113
11575,Partry,Partry,E0849049,->N1,Partry,BCT,8490B5543604,515508,772874
11575,Partry,Partry,E0849049,->N2,Partry,BCT,8490B5543602,515509,772859
11575,Partry,Partry,E0849049,->S,Partry,BCT,8490B5543601,515522,772861
11576,Attymachugh X,Foxford,E0849095,->NE,Attymachugh X,BCT,8490B5542502,529747,806005
11577,Killadoon Mayo,Killadoon,E0849057,->W,Killadoon Mayo,BCT,8490B5541802,475716,774802
11577,Killadoon Mayo,Killadoon,E0849057,->E,Killadoon Mayo,BCT,8490B5541801,475709,774802
11578,Bonnifinglas School,Foxford,E0849095,->NE,Bonnifinglas School,BCT,8490B5542301,528195,806988
11578,Bonnifinglas School,Foxford,E0849095,->SW,Bonnifinglas School,BCT,8490B5542302,528196,806986
11579,Spiddal,Spiddal,E0847038,->W,Spiddal,BCT,8470B5349002,512672,722321
11579,Spiddal,Spiddal,E0847038,->E,Spiddal,BCT,8470B5349001,512818,722326
11580,Spiddal Cotta,Spiddal,E0847038,->E,Spiddal Cotta,BCT,8470B5349102,514305,722504
11580,Spiddal Cotta,Spiddal,E0847038,->W,Spiddal Cotta,BCT,8470B5349101,514293,722492
11581,St Anne's School,Gortnagroagh,E0847083,->SE,St Anne's School,BCT,8470B5349302,515579,739617
11581,St Anne's School,Gortnagroagh,E0847083,->NW,St Anne's School,BCT,8470B5349301,515539,739643
11582,Salruck Cross,County Galway,E0847132,->SW,Salruck Cross,BCT,8470B5347302,481887,760553
11582,Salruck Cross,County Galway,E0847132,->NE,Salruck Cross,BCT,8470B5347301,481888,760561
11584,Screebe Lodge,Camus Oughter,E0847118,->NE,Screebe Lodge,BCT,8470B5347401,496815,738464
11584,Screebe Lodge,Camus Oughter,E0847118,->W,Screebe Lodge,BCT,8470B5347402,496472,738260
11585,The Lodge Cross,Athenry,E0847005,->N,The Lodge Cross,BCT,8470B5350901,550364,726877
11585,The Lodge Cross,Athenry,E0847005,->S,The Lodge Cross,BCT,8470B5350902,550377,726875
11586,Tiernee Church,Gorumna,E0847010,->S,Tiernee Church,BCT,8470B5351101,489076,725659
11587,Tipperary Cross,Gortnagroagh,E0847083,->N,Tipperary Cross,BCT,8470B5351302,516843,737428
11588,Technical School,Clifden,E0847124,->SE,Technical School,BCT,8470B5350601,465825,751024
11589,Streamstown Bridge,Clifden,E0847124,->N,Streamstown Bridge,BCT,8470B5350102,464650,753162
11590,Tallyho X,Kiltullagh,E0847024,->E,Tallyho X,BCT,8470B5350301,553618,724840
11590,Tallyho X,Kiltullagh,E0847024,->W,Tallyho X,BCT,8470B5350302,553620,724831
11591,Roundstone,Roundstone,E0847037,->N,Roundstone,BCT,8470B5347101,472381,740084
11591,Roundstone,Roundstone,E0847037,->S1,Roundstone,BCT,8470B5347102,472391,740088
11591,Roundstone,Roundstone,E0847037,->S2,Roundstone,BCT,8470PB000679,472388,740056
11592,Powers X,Woodford (Galway),E0847041,->NE,Powers X,BCT,8470B5344601,577636,702476
11592,Powers X,Woodford (Galway),E0847041,->SW,Powers X,BCT,8470B5344602,577651,702469
11593,Railway Bridge Galway,Tuam (Galway),E0847039,->S,Railway Bridge Galway,BCT,8470B5344701,544043,750938
11594,Raford School,New Inn (Galway),E0847053,->E,Raford School,BCT,8470B5344801,565795,726996
11594,Raford School,New Inn (Galway),E0847053,->W,Raford School,BCT,8470B5344802,565802,726987
11595,Oughterard Hession's,Oughterard,E0847035,->E,Oughterard Hession's,BCT,8470B5343402,512120,742825
11595,Oughterard Hession's,Oughterard,E0847035,->W,Oughterard Hession's,BCT,8470B5343401,512121,742810
11596,Park Cross,Athenry,E0847005,->NW,Park Cross,BCT,8470B5542602,549818,728892
11596,Park Cross,Athenry,E0847005,->SE1,Park Cross,BCT,8470B5343501,549825,728893
11596,Park Cross,Athenry,E0847005,->SE2,Park Cross,BCT,8470B5542601,549825,728893
11597,Polshask X,Williamstown (Clare),E0847086,->E1,Polshask X,BCT,8470B5344001,562824,768565
11597,Polshask X,Williamstown (Clare),E0847086,->E2,Polshask X,BCT,8470B5344002,562823,768564
11598,Ross Post Office,Gortnagroagh,E0847083,->SE,Ross Post Office,BCT,8470B5346502,516718,738941
11598,Ross Post Office,Gortnagroagh,E0847083,->NW,Ross Post Office,BCT,8470B5346501,516656,738967
11599,Rossmuck Post Office,County Galway,E0847132,->NE,Rossmuck Post Office,BCT,8470B5346901,492086,736725
11600,Renville,Oranmore,E0847034,->S,Renville,BCT,8470B5345701,537984,724359
11600,Renville,Oranmore,E0847034,->N,Renville,BCT,8470B5345702,537968,724361
11601,Ramore Cross,Killimor,E0847017,->SE,Ramore Cross,BCT,8470B5345001,577234,714238
11601,Ramore Cross,Killimor,E0847017,->NW,Ramore Cross,BCT,8470B5345002,577227,714226
11602,Recess Cross,County Galway,E0847132,->E,Recess Cross,BCT,8470B5345302,478656,758715
11603,Bullaun Cross,Turloughmore (Galway),E0847107,->SW1,Bullaun Cross,BCT,8470B5508801,544609,739084
11603,Bullaun Cross,Turloughmore (Galway),E0847107,->SW2,Bullaun Cross,BCT,8470B5508802,544609,739084
11604,Cashla,County Galway,E0847132,->E,Cashla,BCT,8470B5512402,543032,730405
11605,Castleblakney,Castleblakeney,E0847121,->S,Castleblakney,BCT,8470B5512602,568395,742287
11606,Claregalway,Claregalway,E0847122,->S1,Claregalway,BCT,8470B5514102,537201,733025
11606,Claregalway,Claregalway,E0847122,->S2,Claregalway,BCT,8470B5514101,537193,733007
11606,Claregalway,Claregalway,E0847122,->SW,Claregalway,BCT,8470PB000845,537107,732824
11606,Claregalway,Claregalway,E0847122,->NE,Claregalway,BCT,8470PB000843,537098,732830
11607,Ballygar,Ballygar,E0847090,->SW,Ballygar,BCT,8470B5504702,578571,752635
11607,Ballygar,Ballygar,E0847090,->NE,Ballygar,BCT,8470B5504701,578421,752574
11608,Ballyglunin Cross,Ballyglunin,E0847099,->NW,Ballyglunin Cross,BCT,8470B5504901,547426,741437
11608,Ballyglunin Cross,Ballyglunin,E0847099,->SW,Ballyglunin Cross,BCT,8470B5504902,547432,741427
11609,Currandulla,Corrandulla,E0847084,->NE,Currandulla,BCT,8470B5519901,533271,740510
11609,Currandulla,Corrandulla,E0847084,->SW,Currandulla,BCT,8470B5519902,533272,740509
11610,Dempsey's Cross,Derreen (Galway),E0847101,->E,Dempsey's Cross,BCT,8470B5520801,557360,746892
11610,Dempsey's Cross,Derreen (Galway),E0847101,->W,Dempsey's Cross,BCT,8470B5520802,557374,746873
11611,Curramore Bridge,County Galway,E0847132,->S,Curramore Bridge,BCT,8470B5519501,532122,732870
11611,Curramore Bridge,County Galway,E0847132,->N,Curramore Bridge,BCT,8470B5519502,532116,732871
11612,Clonboo,Castlequarter,E0847085,->S,Clonboo,BCT,8470B5515401,532405,736889
11612,Clonboo,Castlequarter,E0847085,->N,Clonboo,BCT,8470B5515402,532393,736974
11613,Ballinrubbagh,Corrandulla,E0847084,->NW,Ballinrubbagh,BCT,8470B5503601,532248,740512
11613,Ballinrubbagh,Corrandulla,E0847084,->SE,Ballinrubbagh,BCT,8470B5503602,532294,740446
11614,Uprderryartha Cross,Carraroe,E0847069,->S,Uprderryartha Cross,BCT,8470B5353302,494818,728963
11614,Uprderryartha Cross,Carraroe,E0847069,->N,Uprderryartha Cross,BCT,8470B5353301,494826,728991
11615,Williamstown,Williamstown (Clare),E0847086,->SE,Williamstown,BCT,8470B5353801,561842,769978
11615,Williamstown,Williamstown (Clare),E0847086,->NW,Williamstown,BCT,8470B5353802,561840,769979
11616,Tyrells Cross,Monivea (Galway),E0847031,->E,Tyrells Cross,BCT,8470B5352801,552856,733457
11617,Tonroe Cross,Knockdoemore,E0847113,->NE,Tonroe Cross,BCT,8470B5351501,539469,734591
11617,Tonroe Cross,Knockdoemore,E0847113,->SW,Tonroe Cross,BCT,8470B5351502,539469,734562
11618,Tully Cross,Cartron,E0847079,->SE,Tully Cross,BCT,8470B5352502,499671,722308
11618,Tully Cross,Cartron,E0847079,->W,Tully Cross,BCT,8470B5352501,499603,722352
11619,Ballaghlea School,Newgrove,E0847093,->W,Ballaghlea School,BCT,8470B5501702,574301,751379
11619,Ballaghlea School,Newgrove,E0847093,->E,Ballaghlea School,BCT,8470B5501701,574297,751410
11620,Ballinglass Cross,Newgrove,E0847093,->NE,Ballinglass Cross,BCT,8470B5503301,568627,749564
11620,Ballinglass Cross,Newgrove,E0847093,->SW,Ballinglass Cross,BCT,8470B5503302,568635,749552
11621,Abbey,Abbey ((nr Ballyglunin) Galway),E0847023,->W1,Abbey,BCT,8470B5500101,550235,743248
11621,Abbey,Abbey ((nr Ballyglunin) Galway),E0847023,->W2,Abbey,BCT,8470B5500102,550235,743248
11622,Two Mile Ditch Galway,Cloonacauneen,E0847131,->NE,Two Mile Ditch Galway,BCT,8470B5500301,533476,728914
11623,Ashford Gates,Cong,E0849140,->NE,Ashford Gates,BCT,8470B5500902,514903,755414
11624,Leenane,Leenaun,E0847061,->N,Leenane,BCT,8470B5334801,487863,762102
11624,Leenane,Leenaun,E0847061,->S,Leenane,BCT,8470B5334802,487874,762096
11625,Leitrim Cross,Loughrea,E0847029,->E,Leitrim Cross,BCT,8470B5334901,562215,716662
11625,Leitrim Cross,Loughrea,E0847029,->W,Leitrim Cross,BCT,8470B5334902,562202,716638
11626,Lavallyroe X,County Galway,E0847132,->NE,Lavallyroe X,BCT,8470B5334702,560324,752111
11627,Kylebrack,Ballynakill,E0847075,->N,Kylebrack,BCT,8470B5333902,571433,705170
11627,Kylebrack,Ballynakill,E0847075,->S,Kylebrack,BCT,8470B5333901,571440,705171
11628,Kylemore Post Office,County Galway,E0847132,->W,Kylemore Post Office,BCT,8470B5334002,474842,758153
11628,Kylemore Post Office,County Galway,E0847132,->E,Kylemore Post Office,BCT,8470B5334001,474866,758160
11629,Lavallyroe X,Lettermore,E0847027,->NE,Lavallyroe X,BCT,8470B5334701,489655,727879
11630,Lettermullen,Lettermullan,E0847104,->NE1,Lettermullen,BCT,8470B5335302,484325,722652
11630,Lettermullen,Lettermullan,E0847104,->NE2,Lettermullen,BCT,8470B5335304,484325,722652
11630,Lettermullen,Lettermullan,E0847104,->SW1,Lettermullen,BCT,8470B5335301,484317,722627
11630,Lettermullen,Lettermullan,E0847104,->SW2,Lettermullen,BCT,8470B5335303,484317,722627
11631,Liam Cross,County Galway,E0847132,->NW,Liam Cross,BCT,8470B5335401,505679,742804
11632,Looscaun Cross,Woodford (Galway),E0847041,->N,Looscaun Cross,BCT,8470B5336201,576385,699150
11632,Looscaun Cross,Woodford (Galway),E0847041,->S,Looscaun Cross,BCT,8470B5336202,576394,699148
11633,Letterfrack,Letterfrack,E0847064,->SW,Letterfrack,BCT,8470B5335002,470912,757736
11633,Letterfrack,Letterfrack,E0847064,->NE,Letterfrack,BCT,8470B5335001,470869,757694
11634,Lettermore,Lettermore,E0847027,->SW,Lettermore,BCT,8470B5335201,489674,727885
11635,Killean's House Roundfield,Monivea (Galway),E0847031,->NE1,Killean's House Roundfield,BCT,8470B5331701,551671,735024
11635,Killean's House Roundfield,Monivea (Galway),E0847031,->NE2,Killean's House Roundfield,BCT,8470B5331702,551672,735025
11636,Killimor,Killimor,E0847017,->SE1,Killimor,BCT,8470B5331901,580892,712716
11636,Killimor,Killimor,E0847017,->NW1,Killimor,BCT,8470B5331902,580883,712704
11636,Killimor,Killimor,E0847017,->SE2,Killimor,BCT,8470PB000627,580892,712716
11636,Killimor,Killimor,E0847017,->NW2,Killimor,BCT,8470PB000626,580883,712704
11637,Killooley School,County Galway,E0847132,->W,Killooley School,BCT,8470B5332002,569564,716774
11637,Killooley School,County Galway,E0847132,->E,Killooley School,BCT,8470B5332001,569569,716787
11638,Kilkerrin Coyne's,Kilkieran,E0847068,->NW,Kilkerrin Coyne's,BCT,8470B5331002,484269,731622
11638,Kilkerrin Coyne's,Kilkieran,E0847068,->SE,Kilkerrin Coyne's,BCT,8470B5331001,484278,731626
11639,Killan X,Woodlawn (Galway),E0847052,->SW,Killan X,BCT,8470B5331202,569146,730144
11639,Killan X,Woodlawn (Galway),E0847052,->NE,Killan X,BCT,8470B5331201,569139,730155
11640,Knockagonnell,Ballymoe,E0847048,->SW,Knockagonnell,BCT,8470B5333402,568348,770925
11640,Knockagonnell,Ballymoe,E0847048,->NE,Knockagonnell,BCT,8470B5333401,568341,770933
11641,Knockbane Bridge,County Galway,E0847132,->SW,Knockbane Bridge,BCT,8470B5333502,518880,735432
11641,Knockbane Bridge,County Galway,E0847132,->NW,Knockbane Bridge,BCT,8470B5333501,518888,735392
11642,Knock School,Loughaunbeg,E0847081,->E,Knock School,BCT,8470B5333302,507203,722498
11643,Kilmalaw X,County Galway,E0847132,->E,Kilmalaw X,BCT,8470B5332201,578220,731181
11643,Kilmalaw X,County Galway,E0847132,->W,Kilmalaw X,BCT,8470B5332202,578215,731169
11644,Knock Bridge Galway,Loughaunbeg,E0847081,->E,Knock Bridge Galway,BCT,8470B5333202,508427,722633
11645,Newbridge East Galway,Newgrove,E0847093,->SE,Newbridge East Galway,BCT,8470B5341101,571497,750997
11645,Newbridge East Galway,Newgrove,E0847093,->SW,Newbridge East Galway,BCT,8470B5341102,571547,751067
11646,Murvey,Roundstone,E0847037,->NW,Murvey,BCT,8470B5341302,468496,739405
11646,Murvey,Roundstone,E0847037,->SE,Murvey,BCT,8470B5341301,468505,739405
11647,Newbridge Near Tuam,Ballyglunin,E0847099,->NW,Newbridge Near Tuam,BCT,8470B5341501,545185,745749
11648,Moor Park Gate,County Galway,E0847132,->NE,Moor Park Gate,BCT,8470B5339501,544141,730876
11648,Moor Park Gate,County Galway,E0847132,->SW,Moor Park Gate,BCT,8470B5339502,544140,730868
11650,Moyvilla Cross (R348),County Galway,E0847132,->SW,Moyola X,BCT,8470B5340602,546325,726169
11650,Moyvilla Cross (R348),County Galway,E0847132,->E,Moyola X,BCT,8470B5340601,546323,726181
11650,Moyvilla Cross (R348),County Galway,E0847132,->W,Moyvilla Cross,BCT,8470B5340902,546314,726170
11651,Nutfield X,County Galway,E0847132,->E,Nutfield X,BCT,8470B5342701,581491,730722
11651,Nutfield X,County Galway,E0847132,->W,Nutfield X,BCT,8470B5342702,581487,730710
11652,Oranswell Cross,County Galway,E0847132,->SE,Oranswell Cross,BCT,8470B5343302,525512,729040
11653,Northbrook X,County Galway,E0847132,->N,Northbrook X,BCT,8470B5342601,576213,731344
11653,Northbrook X,County Galway,E0847132,->W,Northbrook X,BCT,8470B5342602,576213,731333
11654,Newbridge Near Tuam,Ballyglunin,E0847099,->N,Newbridge Near Tuam,BCT,8470B5341502,544390,747234
11655,Newtown Cross Galway,Abbey ((nr Ballyglunin) Galway),E0847023,->SW,Newtown Cross Galway,BCT,8470B5341602,551687,743760
11655,Newtown Cross Galway,Abbey ((nr Ballyglunin) Galway),E0847023,->NE,Newtown Cross Galway,BCT,8470B5341601,551677,743766
11656,Maam Cross Peacocke's,County Galway,E0847132,->W,Maam Cross Peacocke's,BCT,8470B5336902,497726,746191
11656,Maam Cross Peacocke's,County Galway,E0847132,->E,Maam Cross Peacocke's,BCT,8470B5336901,497793,746193
11657,Maree,Oranmore,E0847034,->SE,Maree,BCT,8470B5337201,538041,724237
11657,Maree,Oranmore,E0847034,->NW,Maree,BCT,8470B5337202,538036,724235
11658,Lynch's,Dunmore,E0847004,->S,Lynch's,BCT,8470B5336702,549942,761968
11659,Loughgeorge,Knockdoemore,E0847113,->SW1,Loughgeorge,BCT,8470B5336302,537988,734412
11659,Loughgeorge,Knockdoemore,E0847113,->SW2,Loughgeorge,BCT,8470B5336301,538013,734467
11660,Lynch's,Brownsgrove,E0847119,->N,Lynch's,BCT,8470B5336701,548490,759953
11661,Minna School,Inveran,E0847080,->E,Minna School,BCT,8470B5338602,502584,722142
11661,Minna School,Inveran,E0847080,->W,Minna School,BCT,8470B5338601,502510,722131
11662,Monivea Cross,Monivea (Galway),E0847031,->N,Monivea Cross,BCT,8470B5339202,553373,736253
11662,Monivea Cross,Monivea (Galway),E0847031,->NE,Monivea Cross,BCT,8470B5339201,553400,736315
11663,Mc Hugh's Pub,Cloonacauneen,E0847131,->SW1,Mc Hugh's Pub,BCT,8470B5337701,534065,729370
11663,Mc Hugh's Pub,Cloonacauneen,E0847131,->SW2,Mc Hugh's Pub,BCT,8470B5337703,534065,729370
11664,Maree Cross,Oranmore,E0847034,->NW,Maree Cross,BCT,8470B5337302,538005,724271
11664,Maree Cross,Oranmore,E0847034,->SE,Maree Cross,BCT,8470B5337301,538020,724274
11665,Mc Hugh's Pub,Cloonacauneen,E0847131,->NE,Mc Hugh's Pub,BCT,8470B5337702,534282,729738
11666,Dereen Cross,Derreen (Galway),E0847101,->NE,Dereen Cross,BCT,8470B5520901,553518,744910
11666,Dereen Cross,Derreen (Galway),E0847101,->SW,Dereen Cross,BCT,8470B5520902,553527,744902
11668,Annaduff Church,Aghamore (Leitrim),E0848013,->NW1,Annaduff Church,BCT,8480B5561702,602855,794659
11668,Annaduff Church,Aghamore (Leitrim),E0848013,->NW2,Annaduff Church,BCT,8480B5561701,602856,794660
11669,Rooskey,Rooskey (Roscommon),E0850018,->S,Rooskey,BCT,8480B5559602,605418,786932
11669,Rooskey,Rooskey (Roscommon),E0850018,->N,Rooskey,BCT,8500B5559601,605394,786988
11670,Galbally Bus Parking,Oranmore,E0847034,->SW,Galbally Bus Parking,BCT,8470B66802,538069,725125
11670,Galbally Bus Parking,Oranmore,E0847034,->NE,Galbally Bus Parking,BCT,8470B66801,538043,725104
11671,Tullaghan Cross,Tullaghan (Leitrim),E0848047,->NE,Tullaghan Cross,BCT,8480B1400801,578627,857797
11671,Tullaghan Cross,Tullaghan (Leitrim),E0848047,->SW,Tullaghan Cross,BCT,8480B1400802,578637,857789
11672,Fenagh,Fenagh (Leitrim),E0848004,->E,Fenagh,BCT,8480B5572002,610873,807903
11672,Fenagh,Fenagh (Leitrim),E0848004,->W,Fenagh,BCT,8480B5572001,610874,807894
11673,Doogary,Killegar (Leitrim),E0848045,->N,Doogary,BCT,8480B5573701,624619,807131
11673,Doogary,Killegar (Leitrim),E0848045,->S,Doogary,BCT,8480B5573702,624635,807127
11674,Dromahair Cross,Dromahair,E0848019,->NW,Dromahair Cross,BCT,8480B5573801,581849,830195
11674,Dromahair Cross,Dromahair,E0848019,->E,Dromahair Cross,BCT,8480B5573802,581851,830191
11675,Corriga Po,Corriga,E0848042,->NE,Corriga Po,BCT,8480B5570601,620293,798895
11675,Corriga Po,Corriga,E0848042,->SW,Corriga Po,BCT,8480B5570602,620297,798889
11676,Rossan,Corriga,E0848042,->N1,Rossan,BCT,8480B5570701,618618,795437
11676,Rossan,Corriga,E0848042,->N2,Rossan,BCT,8480B5570702,618610,795444
11677,Clifden,Clifden,E0847124,->SW,Clifden,BCT,8470B6354004,465873,750793
11678,Carraroe,Carraroe,E0847069,->NE1,Carraroe,BCT,8470B6311702,493298,724906
11678,Carraroe,Carraroe,E0847069,->SW,Carraroe,BCT,8470B6311701,493308,724887
11678,Carraroe,Carraroe,E0847069,->NE2,Carraroe,BCT,8470B6311703,493089,724873
11678,Carraroe,Carraroe,E0847069,->NE3,Carraroe,BCT,8470B6311704,493187,724854
11679,Ballindooley Cross,Cloonacauneen,E0847131,->S,Ballindooley Cross,BCT,8470B6312102,531809,729714
